book_page,year,site,nestID,uniqueID,plot,species,finder,nwstake,old_lat,lat_corrected,old_long,long_corrected,notes_GPS_change,use_GPS,how_fnd,plotLmt,fence,unk1_band,unk1_original_band,unk1_captured,unk1_UL,unk1_LL,unk1_UR,unk1_LR,unk1_gfe,unk2_band,unk2_original_band,unk2_captured,unk2_UL,unk2_LL,unk2_UR,unk2_LR,unk2_gfe,m_band,m_original_band,m_captured,m_UL,m_LL,m_UR,m_LR,m_gfe,f_band,f_original_band,f_captured,f_UL,f_LL,f_UR,f_LR,f_gfe,number_banded_birds,max_egg_number,number_egg_find,float_age,float_date,date_found,date_found_julian,age_found,last_day_alive,last_day_checked,last_day_alive_julian,last_day_check_julian,initiation_date,initiation_date_corrected,initiation_date_corrected_julian,incubation_date,incubation_date_corrected,est_hatch_date,hatch_date,Number_days_btwn_last_check_and_date_found_hatched,day_used_for_hatch_date_or_last_date_checked,age_method,age_method_corrected,stage_find,fate,fail_cause,fate_evidence,uncertain_of_fate,number_days_from_est_hatch,number_eggs_hatched,number_chick_band,number_eggs_observer,number_eggs_lost,number_eggs_predated,number_eggs_abandoned,number_eggs_failed_to_hatch,number_eggs_unknown,number_eggs_with_embryo,number_eggs_stable_isotope,number_eggs_bacteria,replacement_clutch,manipulation,manipulation_comments,tiny_tag_number,dom_land,dom_veg,conceal,aspect,old_nest_number,nest_reuse_corrected,use_nest_reuse_id,tag_number,nest_book_comments,problem
NA,2013,barr,amgp094,13amgp094,brw8,amgp,rlanctot,f2,NA,71.24784,NA,-156.58379,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157374991,157374991,y,-,"gf,r",m,"db,lb",NA,157374998,157374998,y,-,"gf,r",m,"db,y",NA,2,4,4,0,30-Jun-13,30-Jun-13,181,6,23-Jul-13,23-Jul-13,204,204,27-Jun-13,24-Jun-13,175,30-Jun-13,27-Jun-13,26-Jul-13,23-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp>0.5,u1,10,none,NA,NA,NA,68,NA,NA
NA,2013,barr,lbdo095,13lbdo095,brw8,lbdo,rlanctot,f8,NA,71.24751,NA,-156.5755,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125201318,125201318,y,-,"gf,r",m,"o,dg,lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,0,30-Jun-13,30-Jun-13,181,3,7-Jul-13,10-Jul-13,188,191,27-Jun-13,27-Jun-13,178,30-Jun-13,30-Jun-13,21-Jul-13,NA,3,day found,float,float,inc,failed,predation,"jaeger seen at nest eating eggs, eggs gone prior to 4 days from estimated hatch date",n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,30,s,NA,NA,NA,878,"7 jul: jaeger seen at nest after adult was banded, chased away.  3 eggs had been eaten.  4th egg likely eaten later.",NA
NA,2013,barr,dunl172,13dunl172,brw8,dunl,kgrond,f8,NA,71.24755,NA,-156.57548,NA,y,searcher,in,NA,198103247,198103247,y,-,"gfe,r",m,"y,lb,r",vhp,245115925,245115925,y,-,"gfe,r",m,"y,lb,dg",vka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,16-Jun-13,16-Jun-13,167,5,5-Jul-13,5-Jul-13,186,186,10-Jun-13,11-Jun-13,162,13-Jun-13,14-Jun-13,4-Jul-13,5-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u3,15,none,NA,NA,NA,87,NA,NA
NA,2013,barr,sesa173,13sesa173,brw8,sesa,kgrond,g2,NA,71.24746,NA,-156.58427,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101107,197101107,y,-,"gfe,r",m,"dg,o,y",pjv,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,7,16-Jun-13,16-Jun-13,167,11,28-Jun-13,30-Jun-13,179,181,5-Jun-13,5-Jun-13,156,9-Jun-13,9-Jun-13,29-Jun-13,NA,NA,day prior to estimated hatch date,float,float,inc,failed,abandonment,"repositioned eggs, eggs cold",n,NA,0,0,0,0,0,5,0,0,5,0,0,0,NA,NA,NA,lcp>0.5,u2,70,none,NA,NA,NA,859,NA,NA
NA,2013,barr,reph174,13reph174,brw8,reph,kgrond,h1,NA,71.24678,NA,-156.58519,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103238,198103238,y,-,r,m,"dg,lb,o",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,16-Jun-13,16-Jun-13,167,6,3-Jul-13,3-Jul-13,184,184,9-Jun-13,10-Jun-13,161,12-Jun-13,13-Jun-13,2-Jul-13,3-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,u1,70,none,NA,NA,NA,869,NA,NA
NA,2013,barr,reph175,13reph175,brw8,reph,kgrond,l3,NA,71.24481,NA,-156.58305,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103237,198103237,y,-,r,m,"dg,lb,r",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,16-Jun-13,16-Jun-13,167,6,3-Jul-13,3-Jul-13,184,184,9-Jun-13,10-Jun-13,161,12-Jun-13,13-Jun-13,2-Jul-13,3-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,3,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,mixed hcp/lcp,u2,30,none,NA,NA,NA,807,3 jul: 4th egg died pipping,NA
NA,2013,barr,reph176,13reph176,brw8,reph,kgrond,f6,NA,71.24744,NA,-156.57894,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245116044,245116044,y,-,"dg,r,y",m,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,NA,16-Jun-13,167,2,6-Jul-13,6-Jul-13,187,187,14-Jun-13,14-Jun-13,165,17-Jun-13,17-Jun-13,7-Jul-13,6-Jul-13,1,day found,lay,lay,lay,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u2,65,none,NA,NA,NA,298,NA,NA
NA,2013,barr,dunl179,13dunl179,brw8,dunl,kgrond,e7,NA,71.2482,NA,-156.57667,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245116239,245116239,y,-,"gfe,r",m,"r,lb,dg",vhe,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,17-Jun-13,17-Jun-13,168,4,7-Jul-13,7-Jul-13,188,188,11-Jun-13,13-Jun-13,164,14-Jun-13,16-Jun-13,5-Jul-13,7-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u2,40,e,NA,NA,NA,300,NA,NA
NA,2013,barr,pesa180,13pesa180,brw8,pesa,kgrond,c4,NA,71.24887,NA,-156.5812,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103241,198103241,y,-,"gfe,r",m,"lb,y,dg",mcc,1,4,4,4,17-Jun-13,17-Jun-13,168,4,8-Jul-13,8-Jul-13,189,189,10-Jun-13,13-Jun-13,164,13-Jun-13,16-Jun-13,5-Jul-13,8-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp>0.5,u1,70,none,NA,NA,NA,283,NA,NA
NA,2013,barr,sesa193,13sesa193,brw8,sesa,vloverti,j9,NA,71.24581,NA,-156.57492,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,10,17-Jun-13,17-Jun-13,168,13,17-Jun-13,23-Jun-13,168,174,4-Jun-13,4-Jun-13,155,7-Jun-13,7-Jun-13,27-Jun-13,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u2,100,none,NA,NA,NA,84,Float data entered incorrectly.  Should have been checked for hatch much earlier.,NA
NA,2013,barr,dunl217,13dunl217,brw8,dunl,pherzog,l3,NA,71.24475,NA,-156.5826,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223135412,223135412,n,"gfe,r",-,m,"lb,o,r",APJ,223135212,223135212,n,"gf,y",m,"y,lb",dg,NA,2,4,4,NA,NA,26-Jun-13,177,20,30-Jun-13,30-Jun-13,181,181,6-Jun-13,6-Jun-13,157,9-Jun-13,9-Jun-13,NA,30-Jun-13,1,day found,hatch,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u2,NA,none,648,12dunl535,y,648,NA,NA
NA,2013,barr,pesa218,13pesa218,brw8,pesa,amould,l4,NA,71.245,NA,-156.5824,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,11,26-Jun-13,26-Jun-13,177,16,5-Jul-13,5-Jul-13,186,186,12-Jun-13,10-Jun-13,161,15-Jun-13,13-Jun-13,7-Jul-13,5-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,3,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp>0.5,u4,40,n,NA,NA,NA,834,NA,NA
NA,2013,barr,pesa222,13pesa222,brw8,pesa,fstetler,l7,NA,71.24476,NA,-156.57739,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,19-Jun-13,19-Jun-13,170,6,28-Jun-13,3-Jul-13,179,184,13-Jun-13,13-Jun-13,164,16-Jun-13,16-Jun-13,8-Jul-13,NA,5,day found,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,u2,25,none,NA,NA,NA,864,NA,NA
NA,2013,barr,pesa223,13pesa223,brw8,pesa,pherzog,a12,NA,71.24972,NA,-156.5696,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245116111,245116111,n,-,"y,r,lb",m,"gf,r",NA,1,4,4,10,20-Jun-13,20-Jun-13,171,14,1-Jul-13,1-Jul-13,182,182,7-Jun-13,6-Jun-13,157,10-Jun-13,9-Jun-13,2-Jul-13,1-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,1,0,0,0,0,1,0,NA,0,0,0,NA,NA,NA,lcp<0.5,m2,35,w,NA,NA,NA,857,NA,NA
NA,2013,barr,pesa224,13pesa224,brw8,pesa,pherzog,c9,NA,71.24887,NA,-156.57379,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103239,198103239,y,-,"gfe,r",m,"lb,o,lb",mca,1,4,4,6,20-Jun-13,20-Jun-13,171,9,6-Jul-13,6-Jul-13,187,187,11-Jun-13,11-Jun-13,162,14-Jun-13,14-Jun-13,6-Jul-13,6-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,3,0,0,0,0,1,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,70,none,NA,NA,NA,417,NA,NA
NA,2013,barr,pesa225,13pesa225,brw8,pesa,pherzog,c10,NA,71.24872,NA,-156.57333,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103573,198103573,y,-,"gfe,r",m,"o,r,lb",hua,1,4,4,5,20-Jun-13,20-Jun-13,171,8,28-Jun-13,1-Jul-13,179,182,12-Jun-13,12-Jun-13,163,15-Jun-13,15-Jun-13,7-Jul-13,NA,3,day found,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,NA,0,0,0,NA,NA,NA,hcp>0.5,u3,60,none,NA,NA,NA,773,"1 jul: jaeger sitting next to nest, no adult around",NA
NA,2013,barr,pesa226,13pesa226,brw8,pesa,pherzog,d9,NA,71.24847,NA,-156.57428,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245116238,245116238,y,-,"gfe,r",m,"r,o,r",vmt,1,4,4,10,20-Jun-13,20-Jun-13,171,12,3-Jul-13,3-Jul-13,184,184,7-Jun-13,8-Jun-13,159,10-Jun-13,11-Jun-13,2-Jul-13,3-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u3,80,sw,NA,NA,NA,407,NA,NA
NA,2013,barr,sesa227,13sesa227,brw8,sesa,pherzog,c10,NA,71.24889,NA,-156.57324,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101167,197101167,y,-,"y,dg,y","gfe,r",m,xcc,1,4,4,11,20-Jun-13,20-Jun-13,171,16,27-Jun-13,27-Jun-13,178,178,6-Jun-13,4-Jun-13,155,9-Jun-13,7-Jun-13,29-Jun-13,27-Jun-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,3,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,hcp>0.5,b2,40,e,11DUNL614,11dunl614,y,97,NA,NA
NA,2013,barr,reph237,13reph237,brw8,reph,lrensel,a8,NA,71.2497,NA,-156.57502,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103572,223135455,y,-,r,m,"r,y,r",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,7,21-Jun-13,21-Jun-13,172,9,5-Jul-13,5-Jul-13,186,186,11-Jun-13,12-Jun-13,163,14-Jun-13,15-Jun-13,4-Jul-13,5-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,hcp>0.5,u3,20,w,NA,NA,NA,414,NA,NA
NA,2013,barr,wesa238,13wesa238,brw8,wesa,lrensel,a9,NA,71.24969,NA,-156.57469,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101221,197101221,y,-,"gfe,r",m,"y,lb,o",1jv,1,4,4,6,21-Jun-13,21-Jun-13,172,8,7-Jul-13,7-Jul-13,188,188,12-Jun-13,13-Jun-13,164,15-Jun-13,16-Jun-13,6-Jul-13,7-Jul-13,2,day found,float,hatch,inc,hatch,NA,chicks,n,NA,2,0,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,NA,NA
NA,2013,barr,pesa239,13pesa239,brw8,pesa,lrensel,e7,NA,71.24792,NA,-156.57778,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103560,198103560,y,-,"gfe,r",m,"o,lb,r",htm,1,4,4,3,21-Jun-13,21-Jun-13,172,6,9-Jul-13,11-Jul-13,190,192,15-Jun-13,15-Jun-13,166,18-Jun-13,18-Jun-13,10-Jul-13,NA,NA,day prior to estimated hatch date,float,float,inc,failed,abandonment,eggs cold ,y,NA,0,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,hcp>0.5,u3,35,none,NA,NA,NA,421,STS: not sure eggs were left long enough to determine if the last egg would have hatched,NA
NA,2013,barr,wesa275,13wesa275,brw8,wesa,pherzog,l3,NA,71.24516,NA,-156.58293,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101301,197101301,y,-,"gfe,r",m,"o,dg,r",jxp,197101326,197101326,y,-,"gfe,r",m,"y,lb,r",1jp,2,3,2,NA,NA,26-Jun-13,177,1,19-Jul-13,19-Jul-13,200,200,25-Jun-13,25-Jun-13,176,27-Jun-13,27-Jun-13,18-Jul-13,19-Jul-13,2,day found,lay,lay,lay,hatch,NA,chicks,n,NA,2,2,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,lcp>0.5,u4,15,s,NA,NA,NA,81,NA,NA
NA,2013,barr,reph276,13reph276,brw8,reph,pherzog,j8,NA,71.24561,NA,-156.57651,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103236,198103236,y,-,r,m,"dg,lb,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,11,26-Jun-13,26-Jun-13,177,16,3-Jul-13,3-Jul-13,184,184,12-Jun-13,10-Jun-13,161,15-Jun-13,13-Jun-13,5-Jul-13,3-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,u2,40,none,NA,NA,NA,58,NA,NA
NA,2013,barr,lbdo277,13lbdo277,brw8,lbdo,lrensel,a7,NA,71.24985,NA,-156.57621,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123233128,123233128,y,-,"y,lb",m,"gf,r",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,13,25-Jun-13,25-Jun-13,176,16,3-Jul-13,3-Jul-13,184,184,9-Jun-13,9-Jun-13,160,12-Jun-13,12-Jun-13,3-Jul-13,3-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,3,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,hcp<0.5,u3,40,e,NA,NA,NA,697,NA,NA
NA,2013,barr,reph283,13reph283,brw8,reph,amould,j6,NA,71.24584,NA,-156.57838,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245116031,221114000,n,"gf,r",-,m,"y,r,lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,NA,NA,26-Jun-13,177,23,26-Jun-13,26-Jun-13,177,177,3-Jun-13,3-Jun-13,154,6-Jun-13,6-Jun-13,NA,26-Jun-13,NA,day found,hatch,hatch,hatch,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,u4,10,none,NA,NA,NA,59,Adult banded by A. Doll in 2010!,NA
NA,2013,barr,reph284,13reph284,brw8,reph,lrensel,h9,NA,71.24654,NA,-156.57422,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,12,27-Jun-13,27-Jun-13,178,10,10-Jul-13,10-Jul-13,191,191,12-Jun-13,17-Jun-13,168,15-Jun-13,20-Jun-13,5-Jul-13,10-Jul-13,2,day prior,float,hatch,inc,hatch,NA,chicks,n,NA,1,0,0,0,0,0,3,0,3,0,0,0,NA,NA,NA,lcp<0.5,m4,80,none,NA,NA,NA,77,3 chicks died pipping,NA
NA,2013,barr,lbdo286,13lbdo286,brw8,lbdo,bkaselow,l12,NA,71.24502,NA,-156.57088,updated based on second reading,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125201331,125201331,y,-,-,m,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,11,23-Jun-13,23-Jun-13,174,14,27-Jun-13,NA,178,NA,9-Jun-13,9-Jun-13,160,12-Jun-13,12-Jun-13,3-Jul-13,NA,NA,censor,float,float,inc,censor,unknown,"eggs gone, no other evidence",y,3,0,0,0,0,0,0,0,4,NA,0,0,0,NA,NA,NA,lcp<0.5,m3,20,none,NA,NA,NA,684,NA,NA
NA,2013,barr,reph287,13reph287,brw8,reph,bkaselow,d6,NA,71.2487,NA,-156.57787,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245116240,245116240,y,-,r,m,"dg,o,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,11,23-Jun-13,23-Jun-13,174,11,5-Jul-13,5-Jul-13,186,186,9-Jun-13,12-Jun-13,163,12-Jun-13,15-Jun-13,2-Jul-13,5-Jul-13,2,day prior,float,hatch,inc,hatch,NA,not filled in,y,4,4,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,75,none,NA,NA,NA,854,"STS: fate evidence not completed and chicks not seen, but assume it hatched and this was just not filled in",NA
NA,2013,barr,wesa288,13wesa288,brw8,wesa,bkaselow,d6,NA,71.2486,NA,-156.57856,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103261,198103261,y,-,"gfe,r",m,"o,dg,r",jyk,197101218,197101218,y,-,"gfe,r",m,"y,r,dg",1jx,2,4,4,4,23-Jun-13,23-Jun-13,174,7,4-Jul-13,5-Jul-13,185,186,16-Jun-13,16-Jun-13,167,19-Jun-13,19-Jun-13,10-Jul-13,NA,NA,day reoriented egg,float,float,inc,failed,abandonment,"eggs cold, repositioned",n,NA,0,0,0,2,0,2,0,0,2,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,80,none,NA,NA,NA,83,NA,NA
NA,2013,barr,pesa289,13pesa289,brw8,pesa,bkaselow,d6,NA,71.24859,NA,-156.57835,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103557,198103557,y,-,"gfe,r",m,"o,r,y",jtj,1,4,4,6,23-Jun-13,23-Jun-13,174,9,9-Jul-13,9-Jul-13,190,190,14-Jun-13,14-Jun-13,165,17-Jun-13,17-Jun-13,9-Jul-13,9-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,70,none,NA,NA,NA,890,NA,NA
NA,2013,barr,rnph308,13rnph308,brw8,rnph,dkesler,c7,NA,71.24901,NA,-156.57703,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101303,197101303,y,-,r,m,"lb,r,lb",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,25-Jun-13,23-Jun-13,174,8,8-Jul-13,8-Jul-13,189,189,17-Jun-13,15-Jun-13,166,20-Jun-13,18-Jun-13,10-Jul-13,8-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,3,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp>0.5,m4,100,none,318,12reph635,y,318,NA,NA
NA,2013,barr,pesa319,13pesa319,brw8,pesa,amould,l7,NA,71.24492,NA,-156.577,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245116219,245116219,y,-,"gfe,r",m,"lb,r,dg",mev,1,4,4,5,26-Jun-13,26-Jun-13,177,9,12-Jul-13,12-Jul-13,193,193,18-Jun-13,17-Jun-13,168,21-Jun-13,20-Jun-13,13-Jul-13,12-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,lcp<0.5,u1,50,none,127,12pesa577,y,127,NA,NA
NA,2013,barr,wesa320,13wesa320,brw8,wesa,pherzog,l8,NA,71.24493,NA,-156.57687,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197101350,197101350,y,-,"gfe,r",m,"y,dg,o",1pa,1,4,4,3,26-Jun-13,26-Jun-13,177,5,15-Jul-13,15-Jul-13,196,196,20-Jun-13,21-Jun-13,172,23-Jun-13,24-Jun-13,14-Jul-13,15-Jul-13,2,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,3,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,lcp<0.5,u1,100,w,NA,NA,NA,868,NA,NA
NA,2013,barr,reph323,13reph323,brw8,reph,amould,k7,NA,71.24525,NA,-156.57805,NA,y,rope,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198103246,198103246,y,-,r,m,"o,y,o",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,13,26-Jun-13,26-Jun-13,177,17,2-Jul-13,2-Jul-13,183,183,10-Jun-13,9-Jun-13,160,13-Jun-13,12-Jun-13,3-Jul-13,2-Jul-13,2,day found,float,hatch,inc,hatch,NA,chicks,n,NA,2,2,2,0,0,0,0,0,2,0,0,0,NA,NA,NA,lcp<0.5,u4,75,none,NA,NA,NA,858,NA,NA
NA,2013,barr,pesa348,13pesa348,brw8,pesa,pherzog,l2,NA,71.24504,NA,-156.5844,NA,y,searcher,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245116251,245116251,y,-,"gfe,r",m,"lb,o,y",mey,1,4,4,6,24-Jun-13,24-Jun-13,175,10,9-Jul-13,9-Jul-13,190,190,15-Jun-13,14-Jun-13,165,18-Jun-13,17-Jun-13,10-Jul-13,9-Jul-13,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,mixed hcp/lcp,u4,70,se,NA,NA,NA,287,NA,NA
